"name","essround","edition","proddate","idno","cntry","dweight","pweight","nwspol","netusoft","happy","prob","stratum","psu"
"ESS11e01",11,"1.0","20.06.2024",51446,"GB",0.6229453,3.3242688,71,5,10,0.00020307879,478,4359
"ESS11e01",11,"1.0","20.06.2024",51459,"GB",0.57121205,3.3242688,5,5,9,0.00022147113,477,4392
"ESS11e01",11,"1.0","20.06.2024",51474,"GB",0.57121205,3.3242688,180,5,8,0.00022147113,477,4586
"ESS11e01",11,"1.0","20.06.2024",51475,"GB",0.59915686,3.3242688,30,5,7,0.00021114168,479,4327
"ESS11e01",11,"1.0","20.06.2024",51485,"GB",1.1983137,3.3242688,30,5,10,0.00010557084,479,4480
"ESS11e01",11,"1.0","20.06.2024",51488,"GB",1.1424241,3.3242688,120,5,8,0.000110735564,477,4355
"ESS11e01",11,"1.0","20.06.2024",51491,"GB",1.1424241,3.3242688,10,5,8,0.000110735564,477,4599
"ESS11e01",11,"1.0","20.06.2024",51511,"GB",0.5527222,3.3242688,45,5,10,0.00022887989,480,4561
"ESS11e01",11,"1.0","20.06.2024",51528,"GB",0.57121205,3.3242688,30,5,7,0.00022147113,477,4502
"ESS11e01",11,"1.0","20.06.2024",51539,"GB",1.1983137,3.3242688,60,5,8,0.00010557084,479,4453
"ESS11e01",11,"1.0","20.06.2024",51550,"GB",0.57121205,3.3242688,120,5,6,0.00022147113,477,4395
"ESS11e01",11,"1.0","20.06.2024",51563,"GB",1.1424241,3.3242688,60,5,10,0.000110735564,477,4331
"ESS11e01",11,"1.0","20.06.2024",51583,"GB",3.4272726,3.3242688,20,5,5,0.000036911853,477,4641
"ESS11e01",11,"1.0","20.06.2024",51614,"GB",1.1424241,3.3242688,90,5,5,0.000110735564,477,4537
"ESS11e01",11,"1.0","20.06.2024",51631,"GB",1.1424241,3.3242688,0,5,8,0.000110735564,477,4376
"ESS11e01",11,"1.0","20.06.2024",51638,"GB",1.1424241,3.3242688,32,5,9,0.000110735564,477,4322
"ESS11e01",11,"1.0","20.06.2024",51651,"GB",0.5527222,3.3242688,0,5,8,0.00022887989,480,4561
"ESS11e01",11,"1.0","20.06.2024",51675,"GB",0.57121205,3.3242688,30,5,5,0.00022147113,477,4510
"ESS11e01",11,"1.0","20.06.2024",51681,"GB",0.57121205,3.3242688,5,5,9,0.00022147113,477,4309
"ESS11e01",11,"1.0","20.06.2024",51686,"GB",1.1424241,3.3242688,20,5,5,0.000110735564,477,4580
"ESS11e01",11,"1.0","20.06.2024",51694,"GB",0.57121205,3.3242688,90,4,7,0.00022147113,477,4321
"ESS11e01",11,"1.0","20.06.2024",51783,"GB",1.1054444,3.3242688,0,5,9,0.00011443994,480,4372
"ESS11e01",11,"1.0","20.06.2024",51805,"GB",1.1424241,3.3242688,60,5,3,0.000110735564,477,4559
"ESS11e01",11,"1.0","20.06.2024",51818,"GB",1.1424241,3.3242688,60,5,10,0.000110735564,477,4498
"ESS11e01",11,"1.0","20.06.2024",51826,"GB",0.57121205,3.3242688,60,5,7,0.00022147113,477,4323
"ESS11e01",11,"1.0","20.06.2024",51853,"GB",1.1424241,3.3242688,0,5,8,0.000110735564,477,4602
"ESS11e01",11,"1.0","20.06.2024",51856,"GB",1.1983137,3.3242688,120,5,7,0.00010557084,479,4546
"ESS11e01",11,"1.0","20.06.2024",51885,"GB",0.57121205,3.3242688,5,5,6,0.00022147113,477,4497
"ESS11e01",11,"1.0","20.06.2024",51886,"GB",1.1424241,3.3242688,60,4,8,0.000110735564,477,4533
"ESS11e01",11,"1.0","20.06.2024",51920,"GB",0.57121205,3.3242688,139,2,3,0.00022147113,477,4626
"ESS11e01",11,"1.0","20.06.2024",51935,"GB",0.57121205,3.3242688,60,4,6,0.00022147113,477,4331
"ESS11e01",11,"1.0","20.06.2024",51966,"GB",0.57121205,3.3242688,600,5,0,0.00022147113,477,4645
"ESS11e01",11,"1.0","20.06.2024",51969,"GB",1.7136363,3.3242688,30,5,7,0.00007382371,477,4320
"ESS11e01",11,"1.0","20.06.2024",52025,"GB",1.1424241,3.3242688,60,5,8,0.000110735564,477,4407
"ESS11e01",11,"1.0","20.06.2024",52072,"GB",1.1424241,3.3242688,60,5,8,0.000110735564,477,4337
"ESS11e01",11,"1.0","20.06.2024",52090,"GB",1.1424241,3.3242688,120,5,6,0.000110735564,477,4443
"ESS11e01",11,"1.0","20.06.2024",52122,"GB",0.57121205,3.3242688,120,5,5,0.00022147113,477,4566
"ESS11e01",11,"1.0","20.06.2024",52155,"GB",1.1424241,3.3242688,60,5,8,0.000110735564,477,4607
"ESS11e01",11,"1.0","20.06.2024",52160,"GB",1.1424241,3.3242688,60,5,8,0.000110735564,477,4339
"ESS11e01",11,"1.0","20.06.2024",52189,"GB",1.1424241,3.3242688,60,5,9,0.000110735564,477,4473
"ESS11e01",11,"1.0","20.06.2024",52225,"GB",1.1424241,3.3242688,60,5,10,0.000110735564,477,4504
"ESS11e01",11,"1.0","20.06.2024",52231,"GB",1.2458906,3.3242688,120,5,9,0.000101539394,478,4471
"ESS11e01",11,"1.0","20.06.2024",52244,"GB",0.57121205,3.3242688,30,5,5,0.00022147113,477,4610
"ESS11e01",11,"1.0","20.06.2024",52263,"GB",0.57121205,3.3242688,0,5,10,0.00022147113,477,4390
"ESS11e01",11,"1.0","20.06.2024",52277,"GB",1.1983137,3.3242688,90,4,6,0.00010557084,479,4329
"ESS11e01",11,"1.0","20.06.2024",52324,"GB",1.1424241,3.3242688,30,5,9,0.000110735564,477,4460
"ESS11e01",11,"1.0","20.06.2024",52371,"GB",0.57121205,3.3242688,15,2,10,0.00022147113,477,4534
"ESS11e01",11,"1.0","20.06.2024",52383,"GB",0.57121205,3.3242688,957,4,8,0.00022147113,477,4652
"ESS11e01",11,"1.0","20.06.2024",52387,"GB",0.59915686,3.3242688,60,5,7,0.00021114168,479,4661
"ESS11e01",11,"1.0","20.06.2024",52388,"GB",0.57121205,3.3242688,10,5,6,0.00022147113,477,4397
"ESS11e01",11,"1.0","20.06.2024",52406,"GB",0.6229453,3.3242688,300,1,10,0.00020307879,478,4471
"ESS11e01",11,"1.0","20.06.2024",52412,"GB",1.7974705,3.3242688,15,5,10,0.00007038056,479,4411
"ESS11e01",11,"1.0","20.06.2024",52421,"GB",0.57121205,3.3242688,370,1,8,0.00022147113,477,4308
"ESS11e01",11,"1.0","20.06.2024",52432,"GB",1.7136363,3.3242688,60,5,10,0.00007382371,477,4503
"ESS11e01",11,"1.0","20.06.2024",52439,"GB",0.57121205,3.3242688,60,5,7,0.00022147113,477,4495
"ESS11e01",11,"1.0","20.06.2024",52444,"GB",1.1983137,3.3242688,30,4,8,0.00010557084,479,4348
"ESS11e01",11,"1.0","20.06.2024",52448,"GB",1.1424241,3.3242688,90,5,5,0.000110735564,477,4521
"ESS11e01",11,"1.0","20.06.2024",52508,"GB",1.1424241,3.3242688,10,5,8,0.000110735564,477,4318
"ESS11e01",11,"1.0","20.06.2024",52561,"GB",0.57121205,3.3242688,30,4,8,0.00022147113,477,4399
"ESS11e01",11,"1.0","20.06.2024",52584,"GB",0.57121205,3.3242688,0,5,8,0.00022147113,477,4642
"ESS11e01",11,"1.0","20.06.2024",52595,"GB",0.57121205,3.3242688,60,5,7,0.00022147113,477,4669
"ESS11e01",11,"1.0","20.06.2024",52622,"GB",0.57121205,3.3242688,120,5,6,0.00022147113,477,4582
"ESS11e01",11,"1.0","20.06.2024",52650,"GB",1.1424241,3.3242688,0,4,8,0.000110735564,477,4299
"ESS11e01",11,"1.0","20.06.2024",52665,"GB",1.1424241,3.3242688,20,5,9,0.000110735564,477,4401
"ESS11e01",11,"1.0","20.06.2024",52667,"GB",1.7136363,3.3242688,9,5,6,0.00007382371,477,4444
"ESS11e01",11,"1.0","20.06.2024",52728,"GB",1.1424241,3.3242688,30,5,8,0.000110735564,477,4390
"ESS11e01",11,"1.0","20.06.2024",52761,"GB",1.7136363,3.3242688,30,5,10,0.00007382371,477,4575
"ESS11e01",11,"1.0","20.06.2024",52773,"GB",1.1424241,3.3242688,60,3,8,0.000110735564,477,4405
"ESS11e01",11,"1.0","20.06.2024",52803,"GB",0.57121205,3.3242688,0,5,9,0.00022147113,477,4608
"ESS11e01",11,"1.0","20.06.2024",52813,"GB",1.2458906,3.3242688,150,5,9,0.000101539394,478,4594
"ESS11e01",11,"1.0","20.06.2024",52848,"GB",0.57121205,3.3242688,5,5,9,0.00022147113,477,4635
"ESS11e01",11,"1.0","20.06.2024",52870,"GB",0.59915686,3.3242688,60,5,8,0.00021114168,479,4424
"ESS11e01",11,"1.0","20.06.2024",52894,"GB",1.1424241,3.3242688,120,1,9,0.000110735564,477,4606
"ESS11e01",11,"1.0","20.06.2024",52921,"GB",1.1424241,3.3242688,180,5,6,0.000110735564,477,4591
"ESS11e01",11,"1.0","20.06.2024",52928,"GB",1.1424241,3.3242688,120,1,7,0.000110735564,477,4389
"ESS11e01",11,"1.0","20.06.2024",52942,"GB",0.5527222,3.3242688,60,1,8,0.00022887989,480,4673
"ESS11e01",11,"1.0","20.06.2024",52956,"GB",0.57121205,3.3242688,60,2,9,0.00022147113,477,4472
"ESS11e01",11,"1.0","20.06.2024",52963,"GB",1.1424241,3.3242688,60,5,10,0.000110735564,477,4310
"ESS11e01",11,"1.0","20.06.2024",53032,"GB",1.1424241,3.3242688,60,5,10,0.000110735564,477,4426
"ESS11e01",11,"1.0","20.06.2024",53055,"GB",1.1983137,3.3242688,0,5,10,0.00010557084,479,4670
"ESS11e01",11,"1.0","20.06.2024",53074,"GB",1.1424241,3.3242688,120,5,8,0.000110735564,477,4342
"ESS11e01",11,"1.0","20.06.2024",53086,"GB",1.1983137,3.3242688,0,5,9,0.00010557084,479,4670
"ESS11e01",11,"1.0","20.06.2024",53105,"GB",0.6229453,3.3242688,0,5,10,0.00020307879,478,4433
"ESS11e01",11,"1.0","20.06.2024",53115,"GB",2.8560605,3.3242688,15,5,7,0.000044294226,477,4323
"ESS11e01",11,"1.0","20.06.2024",53124,"GB",1.1424241,3.3242688,30,5,10,0.000110735564,477,4645
"ESS11e01",11,"1.0","20.06.2024",53239,"GB",0.57121205,3.3242688,0,5,0,0.00022147113,477,4617
"ESS11e01",11,"1.0","20.06.2024",53241,"GB",1.1424241,3.3242688,240,2,8,0.000110735564,477,4434
"ESS11e01",11,"1.0","20.06.2024",53274,"GB",0.57121205,3.3242688,30,5,5,0.00022147113,477,4672
"ESS11e01",11,"1.0","20.06.2024",53289,"GB",1.7136363,3.3242688,0,5,7,0.00007382371,477,4431
"ESS11e01",11,"1.0","20.06.2024",53290,"GB",1.1424241,3.3242688,60,5,6,0.000110735564,477,4535
"ESS11e01",11,"1.0","20.06.2024",53296,"GB",1.1424241,3.3242688,60,5,9,0.000110735564,477,4316
"ESS11e01",11,"1.0","20.06.2024",53334,"GB",0.57121205,3.3242688,20,5,9,0.00022147113,477,4599
"ESS11e01",11,"1.0","20.06.2024",53343,"GB",1.1424241,3.3242688,240,5,6,0.000110735564,477,4589
"ESS11e01",11,"1.0","20.06.2024",53352,"GB",2.8560605,3.3242688,60,5,7,0.000044294226,477,4573
"ESS11e01",11,"1.0","20.06.2024",53355,"GB",0.57121205,3.3242688,240,5,7,0.00022147113,477,4395
"ESS11e01",11,"1.0","20.06.2024",53389,"GB",0.57121205,3.3242688,120,5,8,0.00022147113,477,4428
"ESS11e01",11,"1.0","20.06.2024",53408,"GB",0.57121205,3.3242688,60,5,10,0.00022147113,477,4607
"ESS11e01",11,"1.0","20.06.2024",53414,"GB",1.1424241,3.3242688,150,5,5,0.000110735564,477,4318
"ESS11e01",11,"1.0","20.06.2024",53459,"GB",1.1424241,3.3242688,60,4,7,0.000110735564,477,4413
"ESS11e01",11,"1.0","20.06.2024",53511,"GB",0.57121205,3.3242688,0,5,8,0.00022147113,477,4538
"ESS11e01",11,"1.0","20.06.2024",53576,"GB",1.1054444,3.3242688,15,5,9,0.00011443994,480,4561
"ESS11e01",11,"1.0","20.06.2024",53579,"GB",0.57121205,3.3242688,606,1,8,0.00022147113,477,4552
"ESS11e01",11,"1.0","20.06.2024",53590,"GB",1.868836,3.3242688,30,5,9,0.00006769293,478,4644
"ESS11e01",11,"1.0","20.06.2024",53596,"GB",0.57121205,3.3242688,60,5,7,0.00022147113,477,4447
"ESS11e01",11,"1.0","20.06.2024",53598,"GB",0.57121205,3.3242688,60,4,9,0.00022147113,477,4598
"ESS11e01",11,"1.0","20.06.2024",53605,"GB",1.1424241,3.3242688,15,5,10,0.000110735564,477,4361
"ESS11e01",11,"1.0","20.06.2024",53661,"GB",0.57121205,3.3242688,20,5,6,0.00022147113,477,4481
"ESS11e01",11,"1.0","20.06.2024",53666,"GB",0.57121205,3.3242688,4,5,5,0.00022147113,477,4389
"ESS11e01",11,"1.0","20.06.2024",53672,"GB",1.1054444,3.3242688,120,1,5,0.00011443994,480,4578
"ESS11e01",11,"1.0","20.06.2024",53761,"GB",1.1054444,3.3242688,30,5,7,0.00011443994,480,4673
"ESS11e01",11,"1.0","20.06.2024",53771,"GB",1.1424241,3.3242688,90,5,10,0.000110735564,477,4420
"ESS11e01",11,"1.0","20.06.2024",53777,"GB",1.2458906,3.3242688,60,5,7,0.000101539394,478,4471
"ESS11e01",11,"1.0","20.06.2024",53795,"GB",0.57121205,3.3242688,30,5,9,0.00022147113,477,4295
"ESS11e01",11,"1.0","20.06.2024",53800,"GB",0.57121205,3.3242688,120,5,7,0.00022147113,477,4632
"ESS11e01",11,"1.0","20.06.2024",53823,"GB",0.57121205,3.3242688,30,5,7,0.00022147113,477,4459
"ESS11e01",11,"1.0","20.06.2024",53829,"GB",1.1424241,3.3242688,61,1,10,0.000110735564,477,4579
"ESS11e01",11,"1.0","20.06.2024",53850,"GB",1.1424241,3.3242688,0,4,8,0.000110735564,477,4473
"ESS11e01",11,"1.0","20.06.2024",53881,"GB",1.1424241,3.3242688,10,5,6,0.000110735564,477,4407
"ESS11e01",11,"1.0","20.06.2024",54000,"GB",1.7136363,3.3242688,120,5,10,0.00007382371,477,4627
"ESS11e01",11,"1.0","20.06.2024",54032,"GB",1.1424241,3.3242688,60,4,10,0.000110735564,477,4330
"ESS11e01",11,"1.0","20.06.2024",54051,"GB",1.1424241,3.3242688,75,5,9,0.000110735564,477,4375
"ESS11e01",11,"1.0","20.06.2024",54097,"GB",1.1424241,3.3242688,90,5,8,0.000110735564,477,4583
"ESS11e01",11,"1.0","20.06.2024",54101,"GB",0.57121205,3.3242688,25,5,6,0.00022147113,477,4544
"ESS11e01",11,"1.0","20.06.2024",54113,"GB",1.1424241,3.3242688,90,5,7,0.000110735564,477,4647
"ESS11e01",11,"1.0","20.06.2024",54150,"GB",0.57121205,3.3242688,91,5,6,0.00022147113,477,4399
"ESS11e01",11,"1.0","20.06.2024",54166,"GB",1.1424241,3.3242688,60,4,7,0.000110735564,477,4437
"ESS11e01",11,"1.0","20.06.2024",54176,"GB",1.1424241,3.3242688,120,5,8,0.000110735564,477,4307
"ESS11e01",11,"1.0","20.06.2024",54177,"GB",1.1424241,3.3242688,60,5,8,0.000110735564,477,4373
"ESS11e01",11,"1.0","20.06.2024",54181,"GB",0.57121205,3.3242688,120,5,7,0.00022147113,477,4533
"ESS11e01",11,"1.0","20.06.2024",54229,"GB",1.1424241,3.3242688,70,5,7,0.000110735564,477,4358
"ESS11e01",11,"1.0","20.06.2024",54258,"GB",1.868836,3.3242688,8,5,7,0.00006769293,478,4547
"ESS11e01",11,"1.0","20.06.2024",54280,"GB",0.57121205,3.3242688,244,5,10,0.00022147113,477,4427
"ESS11e01",11,"1.0","20.06.2024",54295,"GB",0.57121205,3.3242688,15,5,7,0.00022147113,477,4605
"ESS11e01",11,"1.0","20.06.2024",54299,"GB",1.1424241,3.3242688,10,5,10,0.000110735564,477,4512
"ESS11e01",11,"1.0","20.06.2024",54306,"GB",1.7136363,3.3242688,90,3,6,0.00007382371,477,4384
"ESS11e01",11,"1.0","20.06.2024",54311,"GB",1.1424241,3.3242688,60,4,9,0.000110735564,477,4326
"ESS11e01",11,"1.0","20.06.2024",54327,"GB",1.1424241,3.3242688,5,5,10,0.000110735564,477,4481
"ESS11e01",11,"1.0","20.06.2024",54392,"GB",1.1054444,3.3242688,0,5,9,0.00011443994,480,4490
"ESS11e01",11,"1.0","20.06.2024",54400,"GB",1.1424241,3.3242688,60,5,10,0.000110735564,477,4400
"ESS11e01",11,"1.0","20.06.2024",54438,"GB",0.59915686,3.3242688,692,1,8,0.00021114168,479,4603
"ESS11e01",11,"1.0","20.06.2024",54446,"GB",1.7136363,3.3242688,0,5,10,0.00007382371,477,4605
"ESS11e01",11,"1.0","20.06.2024",54453,"GB",1.1983137,3.3242688,30,5,7,0.00010557084,479,4536
"ESS11e01",11,"1.0","20.06.2024",54487,"GB",1.5232323,3.3242688,90,5,7,0.000083051666,477,4625
"ESS11e01",11,"1.0","20.06.2024",54527,"GB",0.57121205,3.3242688,120,5,7,0.00022147113,477,4450
"ESS11e01",11,"1.0","20.06.2024",54531,"GB",0.57121205,3.3242688,30,5,8,0.00022147113,477,4512
"ESS11e01",11,"1.0","20.06.2024",54537,"GB",0.5527222,3.3242688,90,5,8,0.00022887989,480,4612
"ESS11e01",11,"1.0","20.06.2024",54549,"GB",1.1424241,3.3242688,0,5,9,0.000110735564,477,4428
"ESS11e01",11,"1.0","20.06.2024",54577,"GB",0.59915686,3.3242688,0,5,8,0.00021114168,479,4327
"ESS11e01",11,"1.0","20.06.2024",54587,"GB",2.2848482,3.3242688,60,5,7,0.000055367782,477,4331
"ESS11e01",11,"1.0","20.06.2024",54616,"GB",0.57121205,3.3242688,74,5,9,0.00022147113,477,4639
"ESS11e01",11,"1.0","20.06.2024",54628,"GB",1.1424241,3.3242688,120,5,9,0.000110735564,477,4446
"ESS11e01",11,"1.0","20.06.2024",54655,"GB",1.1424241,3.3242688,15,5,10,0.000110735564,477,4388
"ESS11e01",11,"1.0","20.06.2024",54661,"GB",1.1424241,3.3242688,60,5,7,0.000110735564,477,4572
"ESS11e01",11,"1.0","20.06.2024",54662,"GB",1.1424241,3.3242688,90,5,8,0.000110735564,477,4294
"ESS11e01",11,"1.0","20.06.2024",54705,"GB",1.7136363,3.3242688,60,5,6,0.00007382371,477,4434
"ESS11e01",11,"1.0","20.06.2024",54753,"GB",1.1424241,3.3242688,120,5,8,0.000110735564,477,4374
"ESS11e01",11,"1.0","20.06.2024",54784,"GB",0.57121205,3.3242688,30,5,6,0.00022147113,477,4495
"ESS11e01",11,"1.0","20.06.2024",54798,"GB",0.57121205,3.3242688,360,5,8,0.00022147113,477,4589
"ESS11e01",11,"1.0","20.06.2024",54847,"GB",1.1424241,3.3242688,20,5,8,0.000110735564,477,4338
"ESS11e01",11,"1.0","20.06.2024",54863,"GB",1.7136363,3.3242688,240,5,8,0.00007382371,477,4303
"ESS11e01",11,"1.0","20.06.2024",54872,"GB",0.57121205,3.3242688,120,5,9,0.00022147113,477,4379
"ESS11e01",11,"1.0","20.06.2024",54989,"GB",1.1983137,3.3242688,969,5,8,0.00010557084,479,4618
"ESS11e01",11,"1.0","20.06.2024",55054,"GB",0.6229453,3.3242688,15,5,6,0.00020307879,478,4651
"ESS11e01",11,"1.0","20.06.2024",55082,"GB",0.59915686,3.3242688,30,5,8,0.00021114168,479,4467
"ESS11e01",11,"1.0","20.06.2024",55089,"GB",1.1424241,3.3242688,15,3,8,0.000110735564,477,4376
"ESS11e01",11,"1.0","20.06.2024",55105,"GB",1.1424241,3.3242688,180,5,8,0.000110735564,477,4363
"ESS11e01",11,"1.0","20.06.2024",55116,"GB",1.7136363,3.3242688,30,5,9,0.00007382371,477,4623
"ESS11e01",11,"1.0","20.06.2024",55122,"GB",1.7136363,3.3242688,180,1,10,0.00007382371,477,4338
"ESS11e01",11,"1.0","20.06.2024",55130,"GB",1.1424241,3.3242688,0,5,8,0.000110735564,477,4672
"ESS11e01",11,"1.0","20.06.2024",55147,"GB",1.1424241,3.3242688,60,5,4,0.000110735564,477,4324
"ESS11e01",11,"1.0","20.06.2024",55198,"GB",0.5527222,3.3242688,180,3,8,0.00022887989,480,4561
"ESS11e01",11,"1.0","20.06.2024",55220,"GB",1.1424241,3.3242688,30,5,8,0.000110735564,477,4342
"ESS11e01",11,"1.0","20.06.2024",55282,"GB",1.1424241,3.3242688,5,5,9,0.000110735564,477,4514
"ESS11e01",11,"1.0","20.06.2024",55315,"GB",0.6229453,3.3242688,15,5,6,0.00020307879,478,4634
"ESS11e01",11,"1.0","20.06.2024",55333,"GB",0.57121205,3.3242688,10,5,7,0.00022147113,477,4310
"ESS11e01",11,"1.0","20.06.2024",55339,"GB",0.57121205,3.3242688,5,5,8,0.00022147113,477,4376
"ESS11e01",11,"1.0","20.06.2024",55347,"GB",1.1424241,3.3242688,0,5,9,0.000110735564,477,4449
"ESS11e01",11,"1.0","20.06.2024",55351,"GB",1.1424241,3.3242688,60,5,8,0.000110735564,477,4437
"ESS11e01",11,"1.0","20.06.2024",55377,"GB",1.7136363,3.3242688,180,5,10,0.00007382371,477,4317
"ESS11e01",11,"1.0","20.06.2024",55389,"GB",1.1424241,3.3242688,20,3,7,0.000110735564,477,4529
"ESS11e01",11,"1.0","20.06.2024",55396,"GB",1.1424241,3.3242688,60,5,6,0.000110735564,477,4666
"ESS11e01",11,"1.0","20.06.2024",55426,"GB",0.57121205,3.3242688,120,2,7,0.00022147113,477,4671
